partnumber;oem;name
KD4767UC5A85;Mazda;крыш дат пар з вну л в цвет
KD49518H153;Mazda;крышка фароочист л (окраш)
KD49518H183;Mazda;крышка фароочист л окраш. 
KD49518H186;Mazda;крышка фароочист л в цвет
KD49518H1E4;Mazda;крышка фароочист л окраш
KD4953400D;Mazda;моторный щит
KD4953400E;Mazda;моторный щит
KD4957X5XE02;Mazda;ручка складывания сиденья з пр 
KD4967SH1;Mazda;провод датч пр
KD4967Y80B;Mazda;датчик мерт зоны пр
KD4967Z1XA;Mazda;креплен бампер вн пр
KD498818X;Mazda;набивка спинки п л
KD5139011A;Mazda;опора двигателя з
KD5167010D;Mazda;к-т проводки п
KD5167Z1XC;Mazda;кроншт
KD5188131A34;Mazda;обивка спинки  п пр
KD5188181A02;Mazda;обивка спинки  п л
KD5342110F;Mazda;топливный бак
KD5342210C;Mazda;наливная труба бак
KD5342236;Mazda;кожух наливная труба бак
KD5350342;Mazda;вентил решетка пр
KD5350810A13;Mazda;молдинг дверь задка окр
KD5350810A40;Mazda;молдинг дверь задка (окраш)
KD5350810A55;Mazda;молдинг дверь задка окр
KD5350810AE4;Mazda;молдинг дверь задка в цвет 
KD5350981F;Mazda;молд в двери п пр
KD5351030F;Mazda;фара п пр в сб
KD53510K6;Mazda;патр ламп ст-свет л(аналог)
KD5351660;Mazda;отражатель л
KD5351960C13;Mazda;задний спойлер
KD5351960C53;Mazda;задний спойлер в сб с накл лев (окрашен)
KD5351960C85;Mazda;задний спойлер в цвет
KD53519B1A;Mazda;накладка правая спойлера крышки багажника
KD5351U30;Mazda;кронштейн расширителя/bracket(r),
KD5353290;Mazda;кроншт пр задн верхн
KD535331X;Mazda;усил арк кол п пр
KD5353390B;Mazda;лонжер панель п з пр
KD5353500C;Mazda;водоотводн короб
KD5353731;Mazda;усилит пола с з пр
KD535412XB;Mazda;кро-йн фары л (д.№ 7)
KD535481YC;Mazda;усилит пола с з л
KD53561X1A;Mazda;защита пр
KD53561Z0A;Mazda;защита прав зад
KD53561ZXA;Mazda;защита зад лев
KD53563D0C;Mazda;защита пр
KD5356531A;Mazda;креп арки колеса п л
KD5358031;Mazda;нар пан двери п пр
KD535841508;Mazda;накладка ручки п пр
KD5358415B2M;Mazda;накладка ручки п пр
KD5358415B40;Mazda;накладка ручки з пр окраш
KD5358415B62;Mazda;накладка ручки п пр
KD5358415B85;Mazda;накладка ручки п пр
KD535841XE40;Mazda;ручка двери нар з пр окраш
KD535841XE53;Mazda;ручка нар дверь п пр в цвет
KD535841XE62;Mazda;ручка нар дверь п пр
KD535841XE64;Mazda;ручка нар дверь п пр окраш
KD5359414;Mazda;опора облицовка л
KD535941513;Mazda;облиц ручки дв з л
KD5359415B51;Mazda;накладка ручки з л в цвет
KD5359415B85;Mazda;накладка ручки з л (в цвет)
KD535941XC13;Mazda;ручка нар дверь п л
KD535941XC51;Mazda;ручка двери нар з л
KD535941XE2M;Mazda;ручка нар дверь п л
KD535941XE53;Mazda;ручка двери нар з л (в цвет кузова)
KD535941XE62;Mazda;ручка нар дверь п л
KD53595109D;Mazda;стекло двери п л
KD5359605L;Mazda;направл стекла п л
KD5368420G34;Mazda;облицовка двери п пр в сб подлокотник
KD536915YD;Mazda;накладка  треуг двери п пр
KD5369181G;Mazda;зеркало нар л
KD53691N1B12;Mazda;корп зеркала нар пр
KD53691N1B83;Mazda;корп зеркала нар пр
KD53691N785;Mazda;корп зеркала нар л
KD53691N7A50;Mazda;корп зеркала нар л
KD53691N7B27;Mazda;корп зеркала нар л
KD53691N7B86;Mazda;корп зеркала нар л
KD5369220B;Mazda;салонное зеркало
KD5370030;Mazda;усилит а-стойка н пр
KD5370113;Mazda;усил в боковин з пр
KD5370230A;Mazda;усил п вн пр в а-ст
KD5370242;Mazda;усилит а-стойки в пр
KD5370752;Mazda;кронштейн зад панели
KD5371080;Mazda;усил в-стойки вну л
KD5371360A;Mazda;усил в-стойки л
KD5372031;Mazda;панель нар дври з пр
KD5372310;Mazda;замок двери з пр
KD5372602C;Mazda;направл планка з пр
KD5373310;Mazda;замок двери з л
KD5451041D;Mazda;фара п л в сб
KD5468450G02;Mazda;облицовка двери п л(аналог)
KD7J67XA1K;Mazda;радарн датчик п в сб
KD7V68420D02;Mazda;облицовка двери п пр
KDY16202XB;Mazda;крышка багажника
KDY35331X;Mazda;лонжерон п пр
KDY354310;Mazda;лонжерон п л
KDY370100F;Mazda;арка з пр в сб
KDY37012Y;Mazda;усил в боковин з пр
KDY37021XB;Mazda;соед пан а-стойки пр
KDY37127YA;Mazda;порог двери вну л
KDY37202XA;Mazda;дверь з пр
KDY55381X;Mazda;кроншт глушителя
KDY55381XA;Mazda;кронш лонжерона з пр
KDYH5022X;Mazda;бампер з в
KE086803ZG75;Mazda;облицовка крыши
KE08881G302;Mazda;облиц сиденья вну пр
KE4957X5YA02;Mazda;ручка складывания задних сидений левая
KE6263900D;Mazda;лобовое стекло(аналог)
KE7066960;Mazda;динамик дверь з л
KEY870600A;Mazda;крыша
KF0167TC2;Mazda;разъем датчика
KF0356960A;Mazda;крепл аварийн колеса
KF0369014B;Mazda;табл
KF0953810G;Mazda;лонжерон з пр
KF0954810A;Mazda;лонжерон з л
KF111319XB;Mazda;воздухозаборник
KF3369181J;Mazda;зеркало нар л
KF6867TC2;Mazda;разъем жгута проводов
KGC257K30;Mazda;эбу подушек безоп
KGVS50222BB;Mazda;спойлер бампера з
KIKKC873R17;Mazda;колёсный диск з л
KJH251150;Mazda;фонарь з пр в сб
KJY1437A0C;Mazda;гидроблок
KL2F50EL19U;Mazda;накл лев бампера здн
KL2F50EL1BB;Mazda;накл лев бампера здн
KL2L51031C;Mazda;фара п пр в сб
KL2L51041E;Mazda;фара п л
KL3615250B;Mazda;кронш радиатора лев
KL3H67010B;Mazda;к-т проводки п
KL4713200;Mazda;воздухозаборник в сб
KL4715350B;Mazda;расширительный бачок
KL6815210A;Mazda;обечайка рад-ра
KLYT5022X;Mazda;бампер з
KMV6513F0A;Mazda;фонар задн прав внут
KN0V51771;Mazda;версия двс
KN0W8813113;Mazda;обивка спинки  п пр
KN3T8813102;Mazda;обивка спинки  п пр
KN3T8813X;Mazda;набивка спинки п пр
KN4H8813102;Mazda;обивка спинки  п пр
KN4T69181B;Mazda;зеркало нар л
KNY2437A0;Mazda;гидроблок 
KPF151041D;Mazda;фара п л в сб
KPF151W80;Mazda;облиц н крыло п л
KPG251RAX13;Mazda;молд н двери п пр
KPG251W202M;Mazda;накладка крыла п пр
KPG251W3033;Mazda;накладка крыла п л
KR22691N127;Mazda;корп зеркала нар пр окр
KR22691N133;Mazda;корп зеркала нар л (окраш)
KR22691N153;Mazda;корп зеркала нар пр (окр)
KR22691N185;Mazda;корп зеркала нар пр
KR22691N733;Mazda;крышка зеркала нар л окраш.
KR22691N751;Mazda;крышка зеркала л окр 
KR22691N753;Mazda;корп зеркала нар л
KR22691N762;Mazda;корп зеркала нар л окр
KR22691N7E4;Mazda;крышка зеркала нар л (в цвет)
KR8268420A02;Mazda;облицовка двери п пр
KRY076220A;Mazda;к-т личинок замков
KS0168520A02;Mazda;облицовка двери з пр
KSD450102B;Mazda;облиц вн л бампера п
KSD450104;Mazda;крышка л бампера п
KSD4507E1;Mazda;накл решётки рад-ра
KSD4507E1A9U;Mazda;накл решётки рад-ра 
KSD4507J0;Mazda;молдинг хром. реш. пр
KSD4507K0;Mazda;молдинг хром. реш. л
KSD450A11BB;Mazda;крышка букс петли п
KSD550031ABB;Mazda;бампер п
KSD550032;Mazda;спойлер бампера п
KSD5507J0;Mazda;накл пр реш рад-ра
KSD5507K0;Mazda;накл л реш рад-ра
KSD551031D;Mazda;фара п пр в сб
KSD551771;Mazda;версия двс
KSD55O221BBB;Mazda;бампер з
KSD650710A;Mazda;решётка рад-ра в сб
KSH167RC0A;Mazda;камера движения п
KT77691N7;Mazda;крышка зеркала нар л окраш
KV6469181;Mazda;зеркало нар л
L02250710BA5;Mazda;решётка радиатора
L02250850A5S;Mazda;накл крышки багажн
L02450031E;Mazda;бампер п
L02450710A;Mazda;решетка рад-ра хром
L02750C21;Mazda;воздуш решетка п л
L044519N0BPT;Mazda;спойлер крышки баг
L044519N0C25;Mazda;спойлер  в сб
L04462020A;Mazda;крышка багажника
L04462020D;Mazda;крышка багажника
L04469120D;Mazda;зеркало пр электрич
L04650710A;Mazda;решётка радиатора
L04650710B;Mazda;решётка радиатора
L04650850A;Mazda;защ накл дверь задка
L04650850B;Mazda;защ накл дверь задка
L04650850C;Mazda;накл крышки багажн
L0475085025;Mazda;накл крышки багажн
L08132470A;Mazda;охл змеев усил рул
L08150810C;Mazda;накл крышки багажн
L08152111B;Mazda;крыло пр
L08152111G;Mazda;крыло пр
L08152211C;Mazda;крыло л
L08152211E;Mazda;крыло п л 
L08153810H;Mazda;лонжерон з пр
L08153810K;Mazda;лонжерон з л 
L08158511A;Mazda;стекло двери п пр
L08161464C;Mazda;подводка конденсатор
L08162020D;Mazda;крышка багажника
L08162020L;Mazda;крышка багажника
L0816859YG80;Mazda;облицовк л багажника
L08168670F05;Mazda;настил багажника 
L08259511A;Mazda;стекло двери п л
L08269180D67;Mazda;зеркало нар л в цвет
L08369120PT;Mazda;зеркало нар пр (в цвет)
L09268420D80;Mazda;облицовка двери п пр
L09350031C09;Mazda;бампер п (окраш.)
L09351980B09;Mazda;спойлер з бампера окрашено
L09351980C67;Mazda;спойлер задн окр
L09351P40B67;Mazda;накладка порога пр окраш
L09351P40B79;Mazda;накл порога л окраш
L09351P40BPT;Mazda;накладка порога пр окрашено 
L09351P50B10;Mazda;накладка порог з л
L0Y171400E;Mazda;боковина нар л
L0Y2506814F;Mazda;молдинг крыла п пр
L0Y2506824F;Mazda;молдинг двери п пр
L0Y370271;Mazda;порог пр в сборе
L0Y370271A;Mazda;порог пр в сборе
L0Y371221;Mazda;а-стойка л в сб
L11661461A;Mazda;трубоп компр/испарит
L11661L10;Mazda;эл-магн муфта
L12159511;Mazda;стекло двери п л
L1245107XA;Mazda;указ поворот л в сб
L14250031CAA;Mazda;накладка бампера п
L14250070A;Mazda;усилит бампера п
L14250710;Mazda;решётка рад-ра в сб
L14251P40D67;Mazda;накладка порога пр
L142542A0A;Mazda;кроншт л бамепер п
L1575071067;Mazda;решётка рад-ра в сб
L15750C11;Mazda;накл птф п
L1657286702;Mazda;экран л
L165V490567;Mazda;молд пр бампер п
L166V4905;Mazda;молд л бампер п
L20632240;Mazda;кроншт л бампера
L20650070A;Mazda;усилит бампера п
L20650670E;Mazda;молдинг двери з л окраш. 
L20653110H;Mazda;панель передка в сб
L2065415XB;Mazda;замковая панель л
L20656141E;Mazda;подкрылок п л з  часть
L2066146XE;Mazda;подводка конденсатор
L20666762;Mazda;крышка блока предохранителей
L20666767;Mazda;центр блок электрики
L206V3461;Mazda;брызговик з пр
L20751730;Mazda;"эмблема ""mazda"""
L207626J0B;Mazda;зуммер крышка багажн
L20852111E;Mazda;крыло пр
L20852211E;Mazda;крыло л
L2085613YC;Mazda;подкрылок п пр
L208691A1A12;Mazda;накл зеркала нар пр
L208691A7APZ;Mazda;накл зеркала нар л окраш
L208691A7B74;Mazda;крышка зеркало нар л (окр)
L208691A7B79;Mazda;крышка  зеркало нар л окраш 
L23251P50H16;Mazda;накладка порог п л окрашена
L241312044;Mazda;бампер з
L2Y65231XB;Mazda;капот  
L2Y67302XL;Mazda;дверь з л
L2Y85022X36;Mazda;бампер з окр 
L30920170;Mazda;клапан
L32040200H;Mazda;основн часть глушит
L32113640C;Mazda;корп дросс заслонки
L32915025A;Mazda;вентилятор в сб
L33315200;Mazda;деталь
L3361319XA;Mazda;глушит впус воздуха
L33D13Z02;Mazda;ниж часть возд фильт
L33D15351;Mazda;расширительный бачок  
L33H15200C;Mazda;радиатор  
L33X13565A;Mazda;интеркулер
L35M13640A;Mazda;корп дросс заслонки
L39240100A;Mazda;основн глушитель пр
L3AW10500;Mazda;крышка кшм
L3D740100C;Mazda;глушитель задний
L3M713450;Mazda;коллектор выпускной
L3N510090L;Mazda;гбц
L51015210A;Mazda;обечайка радиатора
